Images,Age
augment/zoom/000756.jpg,5
augment/skew_tb/001253.jpg,19
augment/train/000468.jpg,20
augment/flip/001430.jpg,34
augment/zoom/003704.jpg,25
augment/flip/002202.jpg,33
augment/zoom/000867.jpg,47
augment/train/002295.jpg,34
augment/skew_corner/001870.jpg,39
augment/distort/003149.jpg,13
augment/rotate/000583.jpg,28
augment/flip/001706.jpg,26
augment/shear/001407.jpg,33
augment/rotate/001582.jpg,21
augment/shear/001556.jpg,30
augment/shear/003248.jpg,16
augment/shear/002503.jpg,29
augment/flip/002766.jpg,25
augment/distort/001524.jpg,28
augment/rotate90/003416.jpg,20
augment/skew_tilt/003437.jpg,23
augment/flip/001466.jpg,39
augment/skew_tb/001142.jpg,37
augment/rotate/003035.jpg,22
augment/skew_tilt/002642.jpg,34
augment/zoom/000225.jpg,22
augment/skew_tilt/003183.jpg,25
augment/rotate/000835.jpg,21
augment/rotate90/000391.jpg,14
augment/shear/001701.jpg,19
augment/skew_corner/003011.jpg,55
augment/skew_corner/001828.jpg,52
augment/flip/000966.jpg,16
augment/train/000907.jpg,2
augment/zoom/000498.jpg,43
augment/zoom/003572.jpg,25
augment/skew_tb/000049.jpg,8
augment/rotate/000032.jpg,27
augment/zoom/000929.jpg,36
augment/skew_tb/001351.jpg,29
augment/flip/003206.jpg,2
augment/distort/003089.jpg,1
augment/skew_corner/003384.jpg,29
augment/zoom/003466.jpg,38
augment/distort/001093.jpg,19
augment/shear/002042.jpg,29
augment/train/003447.jpg,40
augment/rotate/002852.jpg,52
augment/skew_corner/003923.jpg,38
augment/flip/001956.jpg,24
augment/rotate90/000712.jpg,23
augment/skew_tilt/003394.jpg,34
augment/rotate/001315.jpg,26
augment/rotate90/003081.jpg,46
augment/skew_tb/002652.jpg,54
augment/flip/003340.jpg,29
augment/rotate90/000880.jpg,53
augment/train/000909.jpg,18
augment/flip/003109.jpg,37
augment/distort/001914.jpg,41
augment/shear/001648.jpg,27
augment/zoom/003586.jpg,57
