Images,Age
augment/zoom/001398.jpg,27
augment/train/001565.jpg,8
augment/skew_tilt/003699.jpg,27
augment/distort/003891.jpg,24
augment/skew_corner/003179.jpg,26
augment/distort/000412.jpg,57
augment/zoom/001058.jpg,19
augment/distort/000003.jpg,56
augment/rotate/003742.jpg,15
augment/skew_tilt/003084.jpg,32
augment/distort/001135.jpg,6
augment/rotate90/001157.jpg,37
augment/distort/002042.jpg,29
augment/skew_tilt/003564.jpg,41
augment/flip/004032.jpg,25
augment/train/003587.jpg,5
augment/zoom/001793.jpg,23
augment/skew_tilt/003429.jpg,40
augment/shear/002716.jpg,27
augment/skew_corner/003459.jpg,40
augment/distort/001361.jpg,63
augment/rotate/001259.jpg,5
augment/skew_tb/004035.jpg,29
augment/skew_tb/003802.jpg,42
augment/rotate/001510.jpg,41
augment/skew_tilt/001277.jpg,26
augment/skew_tilt/001946.jpg,34
augment/skew_corner/002024.jpg,20
augment/distort/002930.jpg,39
augment/skew_corner/000652.jpg,38
augment/flip/003693.jpg,16
augment/train/003357.jpg,35
augment/zoom/004108.jpg,39
augment/distort/002923.jpg,35
augment/flip/000160.jpg,29
augment/shear/003826.jpg,45
augment/skew_tilt/002942.jpg,39
augment/skew_tb/000507.jpg,26
augment/skew_corner/001628.jpg,22
augment/distort/003324.jpg,24
augment/flip/001099.jpg,3
augment/flip/003600.jpg,63
augment/rotate/003527.jpg,30
augment/skew_corner/001980.jpg,21
augment/rotate/003907.jpg,29
augment/rotate/001563.jpg,25
augment/rotate/002071.jpg,61
augment/skew_tb/004051.jpg,17
augment/skew_tilt/000960.jpg,9
augment/skew_tb/001867.jpg,30
augment/shear/000508.jpg,32
augment/skew_corner/000537.jpg,24
augment/rotate90/003172.jpg,36
augment/flip/001584.jpg,19
augment/zoom/002533.jpg,28
augment/rotate90/003091.jpg,17
augment/shear/003789.jpg,16
augment/rotate/003622.jpg,30
augment/rotate/001853.jpg,42
augment/skew_corner/001093.jpg,19
augment/zoom/001472.jpg,25
augment/rotate/001796.jpg,30
augment/rotate/001168.jpg,59
augment/zoom/002793.jpg,24
augment/zoom/002339.jpg,22
augment/skew_tb/000357.jpg,5
augment/shear/001561.jpg,54
augment/distort/001297.jpg,23
augment/flip/001377.jpg,32
augment/zoom/000695.jpg,40
augment/skew_tb/001987.jpg,56
augment/skew_corner/003959.jpg,31
augment/skew_tilt/003657.jpg,21
augment/skew_tb/001343.jpg,23
augment/skew_tilt/000271.jpg,37
augment/skew_tb/000322.jpg,44
augment/skew_tb/002476.jpg,24
augment/zoom/002934.jpg,39
augment/flip/003283.jpg,28
augment/skew_tb/001680.jpg,53
augment/shear/002365.jpg,29
augment/skew_tilt/002692.jpg,23
augment/skew_tilt/002185.jpg,25
augment/distort/003927.jpg,29
augment/train/003393.jpg,30
augment/train/003934.jpg,22
augment/rotate90/003000.jpg,29
augment/rotate/001755.jpg,41
augment/shear/000125.jpg,35
augment/flip/001774.jpg,42
augment/flip/000035.jpg,16
augment/rotate/001230.jpg,42
augment/skew_corner/000757.jpg,27
augment/skew_tb/003003.jpg,17
augment/skew_corner/001299.jpg,28
augment/shear/003382.jpg,45
augment/rotate/001019.jpg,36
augment/skew_tb/001462.jpg,32
augment/skew_corner/001067.jpg,34
augment/skew_corner/002457.jpg,33
augment/flip/000252.jpg,37
augment/skew_corner/000091.jpg,24
augment/flip/000929.jpg,36
augment/skew_corner/002575.jpg,2
augment/skew_tb/001022.jpg,23
augment/flip/001247.jpg,38
augment/skew_tilt/000446.jpg,33
augment/shear/000845.jpg,23
augment/rotate90/002681.jpg,1
augment/shear/003750.jpg,33
augment/rotate90/003898.jpg,41
augment/skew_tb/003120.jpg,49
augment/skew_tilt/003265.jpg,27
augment/zoom/002246.jpg,24
augment/rotate90/001216.jpg,64
augment/skew_corner/004069.jpg,29
augment/shear/001658.jpg,20
augment/distort/002203.jpg,49
augment/skew_tilt/003223.jpg,22
