Images,Age
augment/skew_corner/002409.jpg,21
augment/skew_tb/003751.jpg,25
augment/flip/000554.jpg,52
augment/train/003160.jpg,17
augment/distort/001996.jpg,41
augment/shear/000699.jpg,3
augment/skew_tb/003449.jpg,36
augment/distort/000700.jpg,26
augment/train/003859.jpg,34
augment/skew_corner/003491.jpg,34
augment/skew_tilt/001484.jpg,11
augment/rotate/001254.jpg,16
augment/shear/002962.jpg,44
augment/shear/001453.jpg,27
augment/shear/000892.jpg,36
augment/train/002212.jpg,32
augment/flip/001363.jpg,23
augment/distort/001640.jpg,82
augment/skew_tilt/002305.jpg,7
augment/rotate/001013.jpg,21
augment/skew_tilt/000438.jpg,4
augment/flip/001790.jpg,70
augment/rotate/003189.jpg,24
augment/rotate90/001198.jpg,75
augment/distort/003012.jpg,33
augment/flip/002308.jpg,26
augment/zoom/002398.jpg,16
augment/rotate90/004092.jpg,26
augment/train/000755.jpg,42
augment/skew_corner/001776.jpg,29
augment/distort/003472.jpg,37
augment/distort/002002.jpg,18
augment/shear/002712.jpg,27
augment/skew_tb/003021.jpg,24
augment/skew_tb/003277.jpg,23
augment/rotate90/000716.jpg,8
augment/rotate/003686.jpg,24
augment/train/003113.jpg,19
augment/train/003847.jpg,30
augment/rotate90/003695.jpg,20
augment/skew_corner/001569.jpg,33
augment/distort/002173.jpg,19
augment/train/000935.jpg,26
augment/zoom/001303.jpg,43
augment/zoom/001457.jpg,50
augment/skew_tilt/001529.jpg,51
augment/rotate90/003421.jpg,30
augment/skew_tilt/003752.jpg,21
augment/rotate/001761.jpg,32
augment/zoom/000346.jpg,23
augment/shear/002170.jpg,27
augment/skew_corner/003725.jpg,26
augment/rotate90/003072.jpg,57
augment/shear/000118.jpg,9
augment/zoom/000642.jpg,18
augment/zoom/003098.jpg,20
augment/skew_tb/002209.jpg,23
augment/skew_tilt/004076.jpg,24
augment/skew_corner/001223.jpg,33
augment/flip/002742.jpg,60
augment/rotate90/003995.jpg,19
augment/train/001031.jpg,43
augment/zoom/000327.jpg,17
augment/distort/002582.jpg,28
augment/shear/002294.jpg,6
augment/distort/000520.jpg,21
augment/flip/000403.jpg,42
augment/rotate90/003581.jpg,32
augment/rotate/003253.jpg,17
augment/rotate/000016.jpg,24
augment/train/000127.jpg,25
augment/zoom/001428.jpg,23
augment/flip/002627.jpg,22
augment/rotate90/002140.jpg,38
augment/distort/003127.jpg,21
augment/zoom/001412.jpg,14
augment/rotate/000548.jpg,22
augment/shear/001520.jpg,45
augment/rotate/002714.jpg,2
augment/train/001531.jpg,27
augment/shear/003135.jpg,34
augment/rotate/000479.jpg,41
augment/skew_corner/001655.jpg,34
augment/rotate/003491.jpg,34
augment/train/001365.jpg,32
augment/flip/003903.jpg,19
augment/shear/001389.jpg,3
augment/zoom/001259.jpg,5
augment/zoom/000657.jpg,22
augment/train/003420.jpg,34
augment/rotate90/002245.jpg,37
augment/rotate/002378.jpg,36
augment/skew_tilt/000685.jpg,54
augment/rotate90/003764.jpg,21
augment/rotate90/001888.jpg,41
augment/distort/001834.jpg,52
augment/distort/003919.jpg,50
augment/skew_corner/003244.jpg,26
augment/skew_tb/000376.jpg,1
augment/skew_tb/003030.jpg,58
augment/flip/000988.jpg,32
augment/skew_tb/000238.jpg,1
augment/skew_tb/000878.jpg,17
augment/shear/002096.jpg,24
augment/flip/001783.jpg,33
augment/zoom/003330.jpg,52
augment/skew_corner/003301.jpg,23
augment/shear/001167.jpg,36
augment/skew_tilt/003822.jpg,35
augment/distort/003227.jpg,20
augment/rotate90/003638.jpg,22
augment/zoom/001657.jpg,22
augment/skew_corner/002566.jpg,1
augment/train/001488.jpg,25
augment/rotate/000065.jpg,32
augment/rotate/003733.jpg,26
