Images,Age
skew_tilt/001085.jpg,24
shear/004060.jpg,23
skew_tilt/001687.jpg,36
train/002961.jpg,30
rotate/003518.jpg,25
rotate/000482.jpg,1
rotate/002399.jpg,1
skew_tilt/001267.jpg,40
zoom/003893.jpg,13
train/003681.jpg,29
shear/000630.jpg,24
shear/001227.jpg,54
skew_tb/002602.jpg,32
skew_corner/002854.jpg,29
flip/003512.jpg,49
train/002442.jpg,22
distort/001401.jpg,30
rotate/001135.jpg,6
rotate90/001011.jpg,31
skew_corner/000645.jpg,1
flip/003090.jpg,37
skew_tb/001499.jpg,32
skew_corner/003492.jpg,17
zoom/002033.jpg,21
shear/002761.jpg,60
rotate90/002087.jpg,57
train/000470.jpg,39
distort/003765.jpg,28
train/001300.jpg,8
skew_tilt/002019.jpg,32
skew_corner/003410.jpg,26
skew_corner/002698.jpg,17
rotate/002785.jpg,48
shear/001738.jpg,30
skew_tilt/003041.jpg,52
flip/002159.jpg,66
skew_corner/000710.jpg,32
skew_corner/001322.jpg,30
skew_corner/000789.jpg,37
skew_corner/003205.jpg,56
train/003727.jpg,27
skew_tilt/000710.jpg,32
skew_tilt/001738.jpg,30
skew_corner/000558.jpg,24
rotate/001700.jpg,39
rotate90/002874.jpg,20
flip/001802.jpg,20
distort/003843.jpg,4
flip/003814.jpg,1
rotate/001753.jpg,2
skew_tilt/001037.jpg,38
shear/001594.jpg,37
zoom/001406.jpg,84
zoom/001948.jpg,29
rotate90/003600.jpg,63
rotate/001749.jpg,50
rotate/003402.jpg,46
shear/001096.jpg,37
skew_corner/002781.jpg,22
skew_corner/003538.jpg,29
distort/003062.jpg,31
flip/000051.jpg,24
skew_tilt/000047.jpg,21
rotate90/003553.jpg,17
skew_corner/000855.jpg,46
train/001699.jpg,28
rotate90/000279.jpg,4
train/001871.jpg,11
flip/003531.jpg,25
rotate90/000089.jpg,56
train/003705.jpg,31
skew_tilt/001843.jpg,9
skew_tb/002123.jpg,29
train/002607.jpg,31
skew_tilt/003573.jpg,9
train/001867.jpg,30
skew_tb/002765.jpg,24
shear/001455.jpg,4
train/000680.jpg,30
train/002636.jpg,32
rotate90/002007.jpg,15
train/003291.jpg,25
zoom/002779.jpg,30
rotate90/002860.jpg,24
rotate90/003117.jpg,25
zoom/003397.jpg,26
skew_tilt/000902.jpg,28
rotate90/003338.jpg,40
rotate90/003477.jpg,38
rotate/002756.jpg,27
skew_corner/003320.jpg,47
shear/003732.jpg,25
skew_corner/003185.jpg,24
skew_tilt/001850.jpg,32
skew_corner/000093.jpg,60
rotate90/000020.jpg,34
shear/003570.jpg,48
distort/002106.jpg,42
rotate/002787.jpg,37
skew_corner/000618.jpg,25
rotate/001702.jpg,29
skew_tb/001768.jpg,22
flip/001428.jpg,23
skew_corner/002625.jpg,23
rotate90/002156.jpg,37
zoom/000859.jpg,31
rotate/002822.jpg,28
train/000113.jpg,23
skew_tb/000013.jpg,1
rotate/003809.jpg,28
skew_tilt/003104.jpg,26
rotate90/001809.jpg,26
rotate90/000771.jpg,26
train/001807.jpg,29
skew_tb/000606.jpg,28
shear/002155.jpg,21
train/000089.jpg,56
flip/001495.jpg,22
rotate/002681.jpg,1
distort/003239.jpg,24
skew_corner/000474.jpg,2
zoom/000823.jpg,28
zoom/000028.jpg,61
rotate/001306.jpg,34
flip/002660.jpg,35
distort/002141.jpg,25
rotate/003029.jpg,40
zoom/001798.jpg,29
train/003109.jpg,37
distort/001099.jpg,3
distort/003483.jpg,30
flip/001233.jpg,3
rotate90/002404.jpg,23
zoom/003611.jpg,27
rotate/002269.jpg,23
distort/000527.jpg,29
rotate/000522.jpg,29
rotate/000601.jpg,73
train/003059.jpg,55
shear/003186.jpg,22
train/002975.jpg,22
rotate/001048.jpg,38
train/002249.jpg,27
distort/000417.jpg,49
rotate/003692.jpg,39
rotate/003515.jpg,42
distort/001542.jpg,19
rotate/003747.jpg,24
skew_tb/000229.jpg,41
rotate/002618.jpg,48
rotate/000622.jpg,63
train/001400.jpg,21
skew_tb/002764.jpg,40
rotate/001653.jpg,35
skew_tb/002825.jpg,66
skew_tb/001390.jpg,24
rotate90/003106.jpg,13
train/003031.jpg,20
skew_corner/000274.jpg,39
zoom/001321.jpg,4
zoom/000110.jpg,18
skew_corner/000528.jpg,41
rotate/001395.jpg,13
shear/002724.jpg,60
zoom/002914.jpg,7
shear/000958.jpg,28
rotate90/003111.jpg,22
distort/001492.jpg,24
rotate/000160.jpg,29
flip/003582.jpg,20
distort/002382.jpg,55
rotate/003861.jpg,28
skew_tb/000963.jpg,19
zoom/001991.jpg,18
skew_corner/000600.jpg,44
shear/003449.jpg,36
distort/000888.jpg,48
distort/004024.jpg,31
zoom/001925.jpg,43
shear/001522.jpg,41
skew_tb/001830.jpg,18
skew_tilt/003428.jpg,19
skew_tilt/003608.jpg,23
shear/001274.jpg,32
rotate/001545.jpg,31
zoom/003265.jpg,27
zoom/003120.jpg,49
skew_corner/001230.jpg,42
zoom/001869.jpg,40
skew_tb/001232.jpg,33
skew_tilt/002886.jpg,2
distort/002741.jpg,30
