Images,Age
augment/zoom/003025.jpg,66
augment/train/002083.jpg,17
augment/distort/002198.jpg,39
augment/skew_tilt/001416.jpg,19
augment/train/000307.jpg,22
augment/distort/002724.jpg,60
augment/train/003304.jpg,35
augment/zoom/000380.jpg,31
augment/shear/001573.jpg,39
augment/train/000590.jpg,43
augment/distort/002250.jpg,24
augment/flip/000753.jpg,4
augment/skew_tb/003540.jpg,30
augment/skew_corner/001429.jpg,2
augment/skew_tilt/000583.jpg,28
augment/skew_corner/000471.jpg,1
augment/skew_tilt/000083.jpg,24
augment/train/000494.jpg,36
augment/shear/003184.jpg,38
augment/distort/003709.jpg,39
augment/skew_tilt/004055.jpg,31
augment/distort/003867.jpg,29
augment/flip/002683.jpg,30
augment/shear/002871.jpg,55
augment/rotate90/000788.jpg,31
augment/shear/001888.jpg,41
augment/flip/003946.jpg,56
augment/flip/001875.jpg,23
augment/flip/003970.jpg,26
augment/shear/001973.jpg,18
augment/zoom/001253.jpg,19
augment/skew_tilt/000218.jpg,7
augment/rotate90/001262.jpg,20
augment/rotate/003397.jpg,26
augment/rotate90/001655.jpg,34
augment/flip/000393.jpg,20
augment/flip/003245.jpg,27
augment/zoom/000301.jpg,29
augment/zoom/000930.jpg,20
augment/rotate90/001472.jpg,25
augment/skew_corner/001102.jpg,16
augment/skew_tb/002776.jpg,23
augment/shear/002743.jpg,25
augment/shear/001058.jpg,19
augment/shear/001337.jpg,31
augment/flip/003928.jpg,20
augment/zoom/000558.jpg,24
augment/rotate/002884.jpg,26
augment/distort/001149.jpg,19
augment/rotate/002606.jpg,15
augment/rotate90/000705.jpg,45
augment/zoom/003349.jpg,29
augment/train/003828.jpg,46
augment/rotate/001862.jpg,17
augment/train/001180.jpg,28
augment/zoom/003334.jpg,29
augment/zoom/002504.jpg,2
augment/distort/000816.jpg,43
augment/rotate/002208.jpg,34
augment/shear/002909.jpg,62
augment/rotate/001441.jpg,8
augment/zoom/002879.jpg,19
augment/zoom/002247.jpg,20
augment/skew_tilt/001553.jpg,26
augment/distort/003183.jpg,25
augment/train/001545.jpg,31
augment/skew_tb/000217.jpg,8
augment/rotate90/001901.jpg,29
augment/rotate90/001399.jpg,16
augment/train/003459.jpg,40
augment/distort/001085.jpg,24
augment/flip/001897.jpg,24
augment/skew_tilt/001184.jpg,10
augment/zoom/002279.jpg,22
augment/skew_tilt/001588.jpg,1
augment/skew_corner/000216.jpg,35
augment/skew_corner/001934.jpg,24
augment/zoom/003947.jpg,30
augment/shear/002260.jpg,2
augment/shear/002226.jpg,33
augment/flip/001107.jpg,57
augment/skew_corner/001457.jpg,50
augment/zoom/003687.jpg,23
augment/rotate/003942.jpg,46
augment/rotate/001034.jpg,38
augment/shear/002305.jpg,7
augment/rotate90/002722.jpg,24
augment/shear/000559.jpg,55
augment/zoom/003702.jpg,21
augment/distort/000947.jpg,39
augment/train/002937.jpg,29
augment/zoom/003686.jpg,24
augment/skew_tb/002940.jpg,25
augment/flip/001128.jpg,12
augment/skew_tb/000502.jpg,23
augment/rotate90/002471.jpg,34
augment/zoom/002340.jpg,68
augment/rotate/000055.jpg,21
augment/rotate90/001427.jpg,35
augment/rotate90/000753.jpg,4
augment/rotate/001418.jpg,43
augment/flip/001736.jpg,2
augment/train/001809.jpg,26
augment/skew_tb/004015.jpg,30
augment/skew_tb/003650.jpg,36
augment/skew_tb/002079.jpg,28
augment/skew_tilt/003282.jpg,16
augment/distort/001844.jpg,49
augment/rotate90/000479.jpg,41
augment/flip/003862.jpg,66
augment/train/001361.jpg,63
augment/shear/001335.jpg,6
augment/distort/002396.jpg,28
augment/train/001985.jpg,31
augment/train/001249.jpg,26
augment/shear/002265.jpg,19
augment/skew_tb/003078.jpg,52
augment/distort/001621.jpg,25
augment/skew_tilt/001611.jpg,33
augment/rotate90/004055.jpg,31
augment/skew_corner/003809.jpg,28
augment/skew_corner/000626.jpg,27
augment/shear/000619.jpg,19
augment/skew_tilt/003587.jpg,5
augment/train/002528.jpg,9
augment/zoom/003565.jpg,15
augment/rotate90/000704.jpg,6
augment/rotate/000757.jpg,27
augment/skew_tilt/001136.jpg,4
augment/skew_tilt/001032.jpg,40
augment/rotate/002741.jpg,30
augment/distort/000769.jpg,21
augment/skew_corner/002378.jpg,36
augment/skew_tb/000590.jpg,43
augment/skew_tb/000031.jpg,23
augment/shear/000647.jpg,24
augment/train/003009.jpg,22
augment/flip/002008.jpg,34
augment/rotate90/000574.jpg,24
augment/zoom/002463.jpg,15
augment/skew_corner/002615.jpg,58
augment/skew_tilt/001509.jpg,53
augment/shear/002001.jpg,22
augment/skew_corner/002157.jpg,24
augment/flip/002921.jpg,22
augment/train/002497.jpg,33
augment/shear/001706.jpg,26
augment/rotate90/002415.jpg,38
augment/zoom/003882.jpg,27
augment/distort/001278.jpg,12
augment/skew_tilt/003857.jpg,34
augment/skew_tilt/003861.jpg,28
augment/zoom/003107.jpg,20
augment/rotate/000290.jpg,39
augment/train/003528.jpg,14
augment/zoom/002494.jpg,58
augment/flip/002776.jpg,23
augment/distort/002086.jpg,7
augment/train/000225.jpg,22
augment/distort/000216.jpg,35
augment/train/000508.jpg,32
augment/skew_tb/000585.jpg,20
augment/flip/000573.jpg,34
augment/flip/002238.jpg,27
