full_path,gender,face_location_1,face_location_2,face_location_3,face_location_4,age
17/10000217_1981-05-05_2009.jpg,1,111.29109473291,111.29109473291,252.66993081808,252.66993081808,28
12/100012_1948-07-03_2008.jpg,1,113.52,169.84,366.08,422.4,59
16/10002116_1971-05-31_2012.jpg,0,171.610314051731,75.5745123976324,266.76611570583,170.730314051731,41
02/10002702_1960-11-09_2012.jpg,0,274.765632402882,57.7700900839337,376.886994553962,159.891452235014,51
41/10003541_1937-09-27_1971.jpg,1,79.3558018869394,26.6599339623132,197.609504717349,144.913636792722,33
99/10004299_1908-08-19_1950.jpg,1,107.586446282332,107.586446282332,298.77804959053,298.77804959053,41
56/1000456_1933-06-12_1969.jpg,1,240.24,71.28,366.08,197.12,36
82/10004882_1987-05-16_2010.jpg,1,75.258,96.57,122.544,143.856,23
47/10005947_1981-04-07_2006.jpg,0,113.52,141.68,366.08,394.24,25
84/1000684_1972-04-05_2004.jpg,1,221.875424811042,55.9368562027604,276.564281013802,110.625712405521,32
50/10006850_1973-08-17_2010.jpg,1,130.930699685776,75.1946855347294,297.258742138918,241.522727987871,36
81/1000781_1930-07-07_2008.jpg,1,126.471693342706,28.5854874094903,251.707386685413,153.821180752197,77
87/100087_1889-05-19_1940.jpg,1,54.5889575659493,72.6326100879323,216.523830263797,234.56748278578,51
97/100097_1968-03-23_2010.jpg,1,87.1879431998466,74.8162370284399,197.947298742506,185.5755925711,42
91/1001191_1980-11-08_2011.jpg,1,126.362589032382,54.5782524424493,206.379967696056,134.595631106123,30
31/1001231_1981-01-30_2014.jpg,1,148.22336338912,78.8853100295339,225.348673418653,156.010620059068,33
32/10012532_1983-03-30_2011.jpg,0,117.086541098384,91.1859764098539,233.105082196767,207.204517508237,28
19/1001319_1920-11-30_1950.jpg,0,86.2451570258656,107.586446282332,277.436760334063,298.77804959053,29
31/100131_1926-09-06_1986.jpg,1,105.976836166706,132.251045208382,341.564717541794,367.838926583471,59
45/10013345_1956-05-26_1969.jpg,1,138.11816488835,160.991192369741,343.095412220874,365.968439702265,13
64/1001464_1953-12-29_2014.jpg,1,129.828349317426,65.2071746587132,323.105873293566,258.484698634853,60
95/10014795_1968-10-11_2010.jpg,1,159.110988701366,45.931711057533,260.312338580815,147.133060936982,41
79/10015679_1977-03-01_2007.jpg,1,38.9462647279004,38.9462647279004,96.4906618197509,96.4906618197509,30
56/100156_1920-04-07_1988.jpg,1,122.221593379275,191.559646738861,199.346903408809,268.684956768395,68
74/10016074_1987-07-27_2012.jpg,1,130.269382706866,178.790401221941,274.95243825209,323.473456767165,24
25/10016225_1988-02-03_2012.jpg,1,249.856665842317,105.28608567581,321.267955925571,176.697375759064,24
35/10016635_1962-02-08_2011.jpg,1,156.213099942055,83.0812882046172,237.678388146672,164.546576409234,49
88/10016688_1963-07-28_2009.jpg,0,183.92,99.44,309.76,225.28,45
64/10017464_1973-08-03_2007.jpg,1,104.768306733598,83.9746453868785,291.111258854075,270.317597507355,33
18/10018_1930-05-11_2002.jpg,1,104.887080039379,104.887080039379,416.028320157514,416.028320157514,72
96/100196_1957-10-03_2010.jpg,1,162.12,68.04,282.24,188.16,52
48/1002248_1960-05-14_2007.jpg,1,56.1563751067481,19.161458368916,221.969500426992,184.97458368916,47
05/10024005_1955-12-24_2012.jpg,1,101.25014680822,62.4700903435198,170.63224844468,131.85219197998,56
54/10024854_1937-11-27_1960.jpg,1,48.9088949667927,144.750684900378,479.208949667927,575.050739601513,22
21/10026321_1984-05-17_2014.jpg,1,146.443055545224,65.574691353433,291.126111090448,210.257746898657,30
87/1002787_1962-01-28_2009.jpg,1,138.11816488835,138.11816488835,343.095412220874,343.095412220874,47
62/10028362_1974-10-18_2007.jpg,1,214.570281545209,69.2132900944668,290.713982901484,145.356991450742,32
85/100285_1949-11-08_2007.jpg,0,205.6,77.6,320,192,57
21/10028621_1956-10-10_2010.jpg,1,181.467063725325,60.8796879084417,361.76212745065,241.174751633767,53
71/1002871_1954-03-26_2007.jpg,1,245.454462443934,33.2351283258578,391.789539910294,179.570205792218,53
23/1002923_1954-09-10_2009.jpg,1,140.264888707492,120.352761749279,318.594031331411,298.681904373198,54
80/1002980_1966-01-31_2012.jpg,1,69.032309870569,86.1368873382112,222.359507079349,239.464084546991,46
13/10030613_1980-06-23_2013.jpg,0,160.177015665705,140.264888707492,338.506158289624,318.594031331411,33
43/1003243_1965-04-10_2007.jpg,1,124.325696808914,89.0269262920811,282.39016413466,247.091393617827,42
59/10033359_1945-06-14_2012.jpg,1,123.453519312094,98.9388154496754,343.205854073864,318.691150211445,67
39/100339_1931-07-10_2010.jpg,1,96.2217031357533,60.3823144598458,203.089869163476,167.250480487568,78
49/1003449_1920-08-10_1970.jpg,1,62.9816738171189,62.9816738171189,249.662695268476,249.662695268476,49
29/10034929_1976-07-29_2009.jpg,1,169.69701257893,34.5794025157861,244.900668239449,109.783058176305,32
34/10038134_1975-07-31_2007.jpg,1,190.393127025987,91.0813938218984,270.850181465695,171.538448261607,31
84/100384_1967-04-27_2015.jpg,1,0.88,160.177015665705,358.418285247837,517.715300913543,48
87/100387_1969-10-11_2013.jpg,1,112.352028302094,75.1946855347294,278.680070755235,241.522727987871,43
38/10038938_1961-08-28_2008.jpg,1,225.61,94.346,309.408,178.144,46
23/10039123_1913-12-03_1976.jpg,1,77.6,77.6,307.2,307.2,62
48/1003948_1976-03-30_2006.jpg,0,29.04,141.68,281.6,394.24,30
27/1004027_1979-05-25_2010.jpg,1,146.223055545224,97.7020370301495,363.907638863061,315.386620347986,31
19/10040419_1987-11-05_2012.jpg,1,208.32,54.72,276.48,122.88,24
59/1004059_1964-09-19_2010.jpg,0,107.205498555305,46.2800708094164,243.701710983554,182.776283237666,45
05/100405_1948-08-20_2010.jpg,1,154.4,90.4,268.8,204.8,61
78/1004078_1979-09-15_2007.jpg,1,102.456153269499,51.5280766347494,167.335108942748,116.407032307999,27
