Images,Age
imdb_wiki_50-60_rotated/nm0000006_rm221957120_1915-8-29_1974.jpg,58
imdb_wiki_50-60_rotated/nm0000008_rm3626613248_1924-4-3_1976.jpg,52
imdb_wiki_50-60_rotated/nm0000008_rm3643390464_1924-4-3_1976.jpg,52
imdb_wiki_50-60_rotated/nm0000008_rm3693722112_1924-4-3_1976.jpg,52
imdb_wiki_50-60_rotated/nm0000008_rm490523648_1924-4-3_1978.jpg,54
imdb_wiki_50-60_rotated/nm0000009_rm3643769856_1925-11-10_1984.jpg,58
imdb_wiki_50-60_rotated/nm0000009_rm539001856_1925-11-10_1984.jpg,58
imdb_wiki_50-60_rotated/nm0000009_rm559514880_1925-11-10_1977.jpg,51
imdb_wiki_50-60_rotated/nm0000009_rm609846528_1925-11-10_1977.jpg,51
imdb_wiki_50-60_rotated/nm0000009_rm639665152_1925-11-10_1984.jpg,58
imdb_wiki_50-60_rotated/nm0000009_rm660178176_1925-11-10_1977.jpg,51
imdb_wiki_50-60_rotated/nm0000012_rm1344778240_1908-4-5_1962.jpg,54
imdb_wiki_50-60_rotated/nm0000012_rm1546104832_1908-4-5_1962.jpg,54
imdb_wiki_50-60_rotated/nm0000017_rm3392046080_1901-12-27_1961.jpg,59
imdb_wiki_50-60_rotated/nm0000018_rm1570091008_1916-12-9_1969.jpg,52
imdb_wiki_50-60_rotated/nm0000018_rm4139749888_1916-12-9_1970.jpg,53
imdb_wiki_50-60_rotated/nm0000019_rm3766942208_1920-1-20_1972.jpg,52
imdb_wiki_50-60_rotated/nm0000022_rm3223960064_1901-2-1_1961.jpg,60
imdb_wiki_50-60_rotated/nm0000022_rm3391732224_1901-2-1_1961.jpg,60
imdb_wiki_50-60_rotated/nm0000022_rm3442063872_1901-2-1_1961.jpg,60
imdb_wiki_50-60_rotated/nm0000022_rm3509172736_1901-2-1_1961.jpg,60
imdb_wiki_50-60_rotated/nm0000034_rm2067450880_1918-4-17_1974.jpg,56
imdb_wiki_50-60_rotated/nm0000034_rm2453898240_1918-4-17_1976.jpg,58
imdb_wiki_50-60_rotated/nm0000034_rm2604893184_1918-4-17_1976.jpg,58
imdb_wiki_50-60_rotated/nm0000034_rm2743913984_1918-4-17_1969.jpg,51
imdb_wiki_50-60_rotated/nm0000034_rm2777468416_1918-4-17_1969.jpg,51
imdb_wiki_50-60_rotated/nm0000034_rm2811022848_1918-4-17_1969.jpg,51
imdb_wiki_50-60_rotated/nm0000034_rm2878131712_1918-4-17_1969.jpg,51
imdb_wiki_50-60_rotated/nm0000034_rm3096150272_1918-4-17_1969.jpg,51
imdb_wiki_50-60_rotated/nm0000034_rm310935808_1918-4-17_1976.jpg,58
imdb_wiki_50-60_rotated/nm0000040_rm2757151744_1928-7-26_1987.jpg,58
imdb_wiki_50-60_rotated/nm0000044_rm2009844736_1913-11-2_1970.jpg,56
imdb_wiki_50-60_rotated/nm0000044_rm2110508032_1913-11-2_1970.jpg,56
imdb_wiki_50-60_rotated/nm0000044_rm2127285248_1913-11-2_1970.jpg,56
imdb_wiki_50-60_rotated/nm0000044_rm3007560448_1913-11-2_1964.jpg,50
imdb_wiki_50-60_rotated/nm0000044_rm3041114880_1913-11-2_1964.jpg,50
imdb_wiki_50-60_rotated/nm0000044_rm3057892096_1913-11-2_1964.jpg,50
imdb_wiki_50-60_rotated/nm0000044_rm3513563648_1913-11-2_1971.jpg,57
imdb_wiki_50-60_rotated/nm0000044_rm3631004160_1913-11-2_1971.jpg,57
imdb_wiki_50-60_rotated/nm0000044_rm3647781376_1913-11-2_1971.jpg,57
imdb_wiki_50-60_rotated/nm0000044_rm3698113024_1913-11-2_1971.jpg,57
imdb_wiki_50-60_rotated/nm0000044_rm3731667456_1913-11-2_1971.jpg,57
imdb_wiki_50-60_rotated/nm0000044_rm3748444672_1913-11-2_1971.jpg,57
imdb_wiki_50-60_rotated/nm0000044_rm557417728_1913-11-2_1965.jpg,51
imdb_wiki_50-60_rotated/nm0000044_rm677296896_1913-11-2_1971.jpg,57
imdb_wiki_50-60_rotated/nm0000044_rm710851328_1913-11-2_1971.jpg,57
imdb_wiki_50-60_rotated/nm0000044_rm725189888_1913-11-2_1965.jpg,51
